Parcel ID,Location,Total Value,Lot size,Sale date,Bed/Bath,Price,lats/long,distance,d_0_4,d_4_8,d_8_12,d_12_16,Fukushima,Fdis1,Fdis2,Fdis3
078D-000-016-143,40  GREAT POINTE,"$519,700 ",7701,6/3/04,6,627545,"(41.8868711, -70.57456746)",3.868492735,1,0,0,0,0,0,0,0
077C-000-010-300,16  GREY SHALE,"$553,200 ",12131,11/18/04,5,674450,"(41.89000705, -70.60560632)",3.942899637,1,0,0,0,0,0,0,0
077C-000-010-298,35  GREY SHALE,"$622,300 ",19741,9/16/04,6,737174,"(41.890801, -70.60401953)",3.861644533,1,0,0,0,0,0,0,0
077C-000-010-304,6  GREY SHALE,"$594,700 ",14627,9/10/04,6,626261,"(41.8894951, -70.60637762)",3.99070916,1,0,0,0,0,0,0,0
121-000-005-302,5  GULL LN,"$273,000 ",32631,11/15/04,5,286000,"(41.81440425, -70.60766787)",9.010994618,0,0,1,0,0,0,0,0
085-000-020A-002,123  GUNNERS EXCHANGE RD,"$245,500 ",20870,6/30/04,4,295000,"(41.89860515, -70.64287603)",4.58049759,0,1,0,0,0,0,0,0
009-000-017C-000Z,3  HALL ST,"$284,400 ",10363,9/1/04,4,255000,"(41.96785062, -70.68209025)",5.695933496,0,1,0,0,0,0,0,0
027-000-064B-023,11  HARVEST DR,"$354,800 ",39600,12/17/04,6,321000,"(41.93939115, -70.66651335)",4.634277653,0,1,0,0,0,0,0,0
067-000-002-154,34  HAVEN RD,"$434,900 ",28710,1/14/04,4,435000,"(41.87769185, -70.6203579)",5.031871234,0,1,0,0,0,0,0,0
067-000-002-137,70  HAVEN RD,"$424,200 ",38294,8/30/04,5,450000,"(41.87469745, -70.61857369)",5.178533785,0,1,0,0,0,0,0,0
045-000-039-343,42  HEMLOCK ST,"$215,500 ",5001,10/28/04,4,245000,"(41.9226037, -70.55195531)",1.894308066,1,0,0,0,0,0,0,0
069-000-088-014,69  HERRING WAY,"$818,100 ",91001,6/30/04,6,306500,"(41.85032460000001, -70.59356376)",6.448131493,0,1,0,0,0,0,0,0
049-001-036-000,78  HIAWATHA RD,"$292,700 ",5663,12/17/04,4,370000,"(41.89773522, -70.54162190000001)",3.603573738,1,0,0,0,0,0,0,0
078D-000-016-196A,17  HIGHBANK TRAIL,"$406,400 ",6046,12/28/04,6,350000,"(41.88517533, -70.57858873)",3.9851559,1,0,0,0,0,0,0,0
078D-000-016-195,21  HIGHBANK TRAIL,"$402,500 ",7153,12/3/04,4,416800,"(41.88521215, -70.57897814)",3.983156793,1,0,0,0,0,0,0,0
078D-000-016-190A,5  HIGHBANK TRAIL,"$389,700 ",6098,12/14/04,4,395720,"(41.88516308, -70.57858593)",3.985997575,1,0,0,0,0,0,0,0
078D-000-016-190B,7  HIGHBANK TRAIL,"$366,300 ",6037,12/10/04,4,350255,"(41.88516512, -70.5785864)",3.985857415,1,0,0,0,0,0,0,0
016-000-013-000,5.5  HIGHLAND PL,"$304,600 ",5854,5/21/04,6,400000,"(41.95699533, -70.67281933)",5.046848887,0,1,0,0,0,0,0,0
034-000-006-003,6  HILL DALE RD,"$375,500 ",22176,11/2/04,4,430000,"(41.94572235, -70.64188723)",3.364476674,1,0,0,0,0,0,0,0
056-000-071-277Z,20  HILLCREST RD,"$178,700 ",9148,6/4/04,3,230000,"(42.00719829999999, -70.91285326)",17.87199271,0,0,0,0,0,0,0,0
045-000-039-352,50  HILLTOP AV,"$346,900 ",5001,1/21/04,5,125000,"(41.92381025, -70.5515918)",1.846657026,1,0,0,0,0,0,0,0
106-000-002-199,19  HOOD DR,"$309,800 ",20434,12/8/04,5,350000,"(41.92583455, -70.71898208)",7.426349532,0,1,0,0,0,0,0,0
106-000-002-264,43  HOOD DR,"$332,700 ",22176,6/1/04,5,352000,"(41.929784600000005, -70.71963723)",7.421301199,0,1,0,0,0,0,0,0
048-054-214-000,40  INDIAN AV,"$233,100 ",15002,2/20/04,4,225000,"(41.89765344, -70.55440555)",3.327507095,1,0,0,0,0,0,0,0
077C-000-010-179,20  ISLAND ROCK,"$1,081,300 ",22612,1/23/04,6,333900,"(41.88910905, -70.60268206)",3.946683275,1,0,0,0,0,0,0,0
105-000-005-075,28  JACQUELINE LN,"$312,000 ",27404,4/23/04,4,327000,"(41.93639906, -70.70418873)",6.584758167,0,1,0,0,0,0,0,0
105-000-005-100,44  JAN MARIE DR,"$320,400 ",20434,6/30/04,5,340000,"(41.938196399999995, -70.708026)",6.77487463,0,1,0,0,0,0,0,0
105-000-005-027,63  JAN MARIE DR,"$290,100 ",19998,1/30/04,4,297000,"(41.93811769, -70.70861707)",6.805562492,0,1,0,0,0,0,0,0
105-000-005-108,13  JAYE ST,"$308,400 ",19998,5/4/04,4,317500,"(41.93746505, -70.70695534)",6.722434325,0,1,0,0,0,0,0,0
044-006-571-000,17  JOHN ALDEN RD,"$371,500 ",6090,5/27/04,4,355000,"(41.940626, -70.57078299999999)",0.342914341,1,0,0,0,0,0,0,0
081-000-008-006,132  JORDAN RD,"$335,800 ",59638,2/10/04,4,305000,"(41.9140942, -70.62869224)",3.336585217,1,0,0,0,0,0,0,0
079A-000-001B-004,137  JORDAN RD,"$489,700 ",77933,8/12/04,5,505000,"(41.91415885, -70.62703162)",3.265535567,1,0,0,0,0,0,0,0
080-000-014A-001,245  JORDAN RD,"$434,200 ",52233,12/24/04,7,440000,"(41.921273, -70.61623537)",2.525725756,1,0,0,0,0,0,0,0
112-000-003-021,39  JUSTINE AV,"$320,700 ",21741,8/31/04,4,307000,"(41.83947425, -70.59844953)",7.225655489,0,1,0,0,0,0,0,0
112-000-003-085,44  JUSTINE RD,"$335,600 ",20434,11/30/04,6,363000,"(41.84039196, -70.60020992)",7.177866418,0,1,0,0,0,0,0,0
124-000-001-258Z,8  KENDALL AV,"$346,900 ",24354,6/30/04,5,395000,"(41.80149, -70.61338313)",9.941330699,0,0,1,0,0,0,0,0
050-001-282-000,3  KETCH RD,"$259,700 ",10001,7/1/04,6,287000,"(41.87819675, -70.53766496)",4.898087983,0,1,0,0,0,0,0,0
081-000-007-013,49  KINGFISHER LN,"$727,700 ",70528,4/7/04,8,689900,"(41.91548835, -70.63176505)",3.410734596,1,0,0,0,0,0,0,0
081-000-007-004,7R  KINGFISHER LN,"$712,400 ",121058,2/6/04,6,664950,"(41.9160158, -70.62773739)",3.218934212,1,0,0,0,0,0,0,0
096-000-057-017,60  KINGS POND PLAIN RD,"$325,900 ",26968,7/1/04,6,387000,"(41.906327000000005, -70.70888599999999)",7.265653015,0,1,0,0,0,0,0,0
058-010P-028-000,47  KIRK CIR,"$292,400 ",28275,8/20/04,5,336000,"(41.8004909, -70.59391070000001)",9.868549355,0,0,1,0,0,0,0,0
058-010P-030-000,57  KIRK CIR,"$389,900 ",31324,5/27/04,6,385000,"(41.80107965, -70.5934447)",9.825939377,0,0,1,0,0,0,0,0
106-000-001-281,19  KNOLL RD,"$306,200 ",25661,5/14/04,4,349900,"(41.927505, -70.71646528)",7.280510259,0,1,0,0,0,0,0,0
104-000-017A-041,31  KRISTIN RD,"$280,800 ",20434,7/30/04,4,336900,"(41.94169325, -70.72963565)",7.880840043,0,1,0,0,0,0,0,0
130-002-000D-105,116  LAKE DR,"$226,000 ",9148,7/16/04,5,270000,"(41.77210405, -70.6277939)",12.07884667,0,0,0,1,0,0,0,0
130-002-000A-063,45  LAKE DR,"$144,500 ",6534,8/5/04,2,70000,"(41.76822070000001, -70.628349)",12.34670096,0,0,0,1,0,0,0,0
096-000-062-004,15  LAKE SHORE AV,"$209,300 ",6098,10/21/04,3,205000,"(41.9093851, -70.70406932)",6.960279936,0,1,0,0,0,0,0,0
096-000-062-003,17  LAKE SHORE AV,"$227,200 ",6534,5/4/04,3,263000,"(41.90919955, -70.70411255)",6.966655387,0,1,0,0,0,0,0,0
124-000-001-099,74  LAKE VIEW BLVD,"$388,200 ",8451,12/28/04,5,430000,"(41.8029005, -70.61549743)",9.867318703,0,0,1,0,0,0,0,0
124-000-001-260,91  LAKE VIEW BLVD,"$239,400 ",6098,9/7/04,6,237000,"(41.8019094, -70.61361435)",9.915198863,0,0,1,0,0,0,0,0
056-000-071-167,24  LAKE VIEW RD,"$274,100 ",9148,8/11/04,4,305000,"(41.8091946, -70.56923514)",9.235874165,0,0,1,0,0,0,0,0
056-000-032-038,17  LAKEWOOD DR,"$282,800 ",25226,1/30/04,4,278200,"(41.81131654, -70.55786714)",9.133203204,0,0,1,0,0,0,0,0
056-000-032-032,29  LAKEWOOD DR,"$261,600 ",14810,9/3/04,4,255000,"(41.8113779, -70.56114983)",9.112530696,0,0,1,0,0,0,0,0
106-003-016-008,43  LANTERN LN,"$278,900 ",20434,8/26/04,5,313000,"(42.02520755, -70.70007024)",8.522219472,0,0,1,0,0,0,0,0
087-000-046-000,41  LARKSPUR LN,"$594,900 ",53540,2/4/04,6,40000,"(41.8989075, -70.66052481)",5.280847752,0,1,0,0,0,0,0,0
107-000-026-035,5  LASCALA AV,"$238,200 ",10019,7/30/04,4,279900,"(41.93512605, -70.73215816)",8.028737126,0,0,1,0,0,0,0,0
106-000-001-319,18  LAURINDA LN,"$338,200 ",58767,4/23/04,4,350000,"(41.93881834, -70.71541529)",7.153369261,0,1,0,0,0,0,0,0
096-000-001-030,7  LEE DR,"$322,400 ",22176,7/16/04,4,367000,"(41.92420555, -70.6994766)",6.457452926,0,1,0,0,0,0,0,0
124-000-006-000,23  LIMERICK WAY,"$492,600 ",20870,6/14/04,6,400000,"(41.8076878, -70.60855175)",9.475362432,0,0,1,0,0,0,0,0
090-000-008-051,4  LITTLE PINE LN,"$315,700 ",14810,10/7/04,3,312500,"(41.92830385, -70.70004085)",6.435452224,0,1,0,0,0,0,0,0
100-000-038E-001,5  LITTLE POND RD,"$385,000 ",51797,7/15/04,5,433000,"(41.945207, -70.687898)",5.731815918,0,1,0,0,0,0,0,0
059-000-006-005,74  LIVINGSTON DR,"$631,000 ",82725,1/5/04,9,270000,"(41.8125066, -70.57893843)",9.000005849,0,0,1,0,0,0,0,0
015-000-010B-000,22  LOIS ST,"$293,300 ",8159,8/11/04,5,340000,"(41.95351405, -70.67288479)",5.009559726,0,1,0,0,0,0,0,0
060-000-033-010,1033  LONG POND RD,"$557,500 ",41778,2/20/04,7,379000,"(41.8209807, -70.57020179999999)",8.421092765,0,0,1,0,0,0,0,0
056-000-033-002,1119  LONG POND RD,"$396,300 ",87952,9/10/04,5,465500,"(41.813532, -70.56080899999999)",8.96603979,0,0,1,0,0,0,0,0
079-000-001-028,306  LONG POND RD,"$422,100 ",62687,9/23/04,5,290000,"(41.900040000000004, -70.633937)",4.177804009,0,1,0,0,0,0,0,0
068-000-001B-005,626  LONG POND RD,"$390,900 ",60945,1/16/04,6,360000,"(41.8683838, -70.60242779)",5.311160156,0,1,0,0,0,0,0,0
095-000-003-036,19  LUKES WAYE,"$338,300 ",24790,4/15/04,5,340000,"(41.921362, -70.714105)",7.23560634,0,1,0,0,0,0,0,0
123-001P-743A-000,100  LUNN`S WAY,"$292,800 ",27404,10/29/04,5,330000,"(41.7995412, -70.5989454)",9.96040044,0,0,1,0,0,0,0,0
123-001P-903-000,227  LUNN`S WAY,"$310,800 ",24790,6/29/04,6,312000,"(41.8049789, -70.59128048)",9.548458821,0,0,1,0,0,0,0,0
123-001P-904-000,231  LUNN`S WAY,"$317,600 ",24790,6/7/04,5,356000,"(41.8051577, -70.59102242)",9.53511657,0,0,1,0,0,0,0,0
123-001P-832-000,323  LUNN`S WAY,"$325,800 ",26532,6/14/04,5,65000,"(41.81097865, -70.58927818)",9.127803678,0,0,1,0,0,0,0,0
122-010P-1170-000,465  LUNN`S WAY,"$300,900 ",25226,9/15/04,6,361000,"(41.818850700000006, -70.59136952)",8.594791253,0,0,1,0,0,0,0,0
122-010P-1173-000,479  LUNN`S WAY,"$275,400 ",25226,8/9/04,5,340000,"(41.819681, -70.5909566)",8.535850198,0,0,1,0,0,0,0,0
122-000-005-010,548  LUNN`S WAY,"$323,800 ",28275,3/5/04,6,320000,"(41.8347154, -70.5791678)",7.467595878,0,1,0,0,0,0,0,0
122-000-005-011,554  LUNN`S WAY,"$325,600 ",27839,4/21/04,5,342500,"(41.8248291, -70.59076241)",8.181032397,0,0,1,0,0,0,0,0
123-001P-591-000,77  LUNN`S WAY,"$332,600 ",25661,9/7/04,5,376000,"(41.79939905, -70.60104675)",9.983202694,0,0,1,0,0,0,0,0
078D-000-016-063,2  MADISON REACH,"$507,900 ",6913,10/18/04,5,484345,"(41.886851, -70.58160699999999)",3.876579339,1,0,0,0,0,0,0,0
046-000-028-005,139  MANOMET POINT RD,"$218,300 ",10019,11/24/04,3,263000,"(41.92246915, -70.54724489)",2.071851056,1,0,0,0,0,0,0,0
046-000-019B-000,75  MANOMET POINT RD,"$234,300 ",16553,12/14/04,4,210000,"(41.92009525, -70.5524646)",2.009280651,1,0,0,0,0,0,0,0
015-000-011A-000,3  MARGERIE ST,"$263,400 ",10764,8/2/04,5,229500,"(41.95380015, -70.6733863)",5.038022229,0,1,0,0,0,0,0,0
121-000-007-022,8  MARSHALL DR,"$314,300 ",22612,6/30/04,7,365000,"(41.82057744, -70.59992119)",8.526782084,0,0,1,0,0,0,0,0
019-000-192-000,4  MASSASOIT ST,"$314,500 ",3189,1/2/04,4,299100,"(41.95305795, -70.66318092)",4.510571455,0,1,0,0,0,0,0,0
095-000-003-029,15  MATTHEWS TRAIL,"$331,200 ",25226,10/22/04,4,365000,"(41.92295885, -70.71580501)",7.299704593,0,1,0,0,0,0,0,0
045A-000-094-030,9  MEADOW GLEN LN,"$305,000 ",3485,8/17/04,3,130000,"(41.93030625, -70.5615044)",1.169899183,1,0,0,0,0,0,0,0
054-000-010-044,61  MENOTOMY RD,"$597,300 ",12750,4/15/04,3,649000,"(41.813520200000006, -70.5405985)",9.121400583,0,0,1,0,0,0,0,0
090-000-005C-004,38  MICAJAH POND RD,"$290,400 ",19998,6/25/04,4,346000,"(41.9291529, -70.70106548)",6.478726239,0,1,0,0,0,0,0,0
130-002-000C-005,21  MILFORD ST,"$147,000 ",6534,8/2/04,3,225000,"(41.7678088, -70.63354608)",12.43496893,0,0,0,1,0,0,0,0
078D-000-016-105,12  MILLER`S JOIST,"$410,700 ",7309,8/19/04,4,400500,"(41.88770245, -70.58082312)",3.815478232,1,0,0,0,0,0,0,0
078D-000-016-108,18  MILLER`S JOIST,"$381,400 ",6307,8/26/04,4,379900,"(41.88816645, -70.58097316)",3.783947102,1,0,0,0,0,0,0,0
027-000-005-005,6  MILT`S WAY,"$389,200 ",34373,4/30/04,5,399900,"(41.9411903, -70.66323913)",4.460728565,0,1,0,0,0,0,0,0
078D-000-016-117A,19  MISTY KNOLL,"$390,100 ",7044,3/31/04,4,358530,"(41.88753712, -70.57964176)",3.823972222,1,0,0,0,0,0,0,0
054-000-004-014,15  MONISA KAY DR,"$389,900 ",24790,8/31/04,5,435000,"(41.823842, -70.54787519)",8.350347357,0,0,1,0,0,0,0,0
054-000-004-017,2  MONISA KAY DR,"$441,400 ",34495,2/27/04,6,405000,"(41.8246008, -70.54856754)",8.292496417,0,0,1,0,0,0,0,0
106-000-001-303,49  MONTGOMERY DR,"$310,800 ",20434,6/30/04,5,330000,"(41.930136499999996, -70.71629225)",7.247232287,0,1,0,0,0,0,0,0
106-000-001-229,73  MONTGOMERY DR,"$329,600 ",21741,6/30/04,5,385000,"(41.9275348, -70.71227346)",7.06656471,0,1,0,0,0,0,0,0
106-003-016-028,6  MUSKET RD,"$300,900 ",28710,7/16/04,4,365000,"(41.93113573, -70.72513174)",7.691927877,0,1,0,0,0,0,0,0
123-001P-771-000,34  NATHAN LN,"$307,400 ",30888,3/15/04,4,359000,"(41.81028993, -70.59127368)",9.183068796,0,0,1,0,0,0,0,0
123-001P-1151-000,81  NATHAN LN,"$307,800 ",24790,5/25/04,5,329900,"(41.81281217, -70.58842097)",8.998507694,0,0,1,0,0,0,0,0
012-000-005B-000,19  NELSON ST,"$386,000 ",8032,6/18/04,4,395000,"(41.965264000000005, -70.67629000000001)",5.357827405,0,1,0,0,0,0,0,0
027-000-079-000,63  NEWFIELD ST,"$217,400 ",24790,11/12/04,4,140000,"(41.94957485, -70.66740936)",4.696393079,0,1,0,0,0,0,0,0
130-002-000D-008,16  NICKERSON ST,"$235,900 ",6970,9/30/04,4,244500,"(41.77193425, -70.62914135)",12.10563319,0,0,0,1,0,0,0,0
059-000-027-055,34  NOR`EAST LN,"$521,500 ",215147,11/29/04,6,590000,"(41.80435314, -70.5888642)",9.582544923,0,0,1,0,0,0,0,0
099-000-004A-008,21  NOTTINGHAM LN,"$339,300 ",40472,10/15/04,6,335000,"(41.90391359, -70.7080575)",7.285602888,0,1,0,0,0,0,0,0
112-000-002-069,4  OAKEN BUCKET LN,"$276,400 ",20434,8/25/04,5,298000,"(41.83928185, -70.60543804)",7.303296935,0,1,0,0,0,0,0,0
066-000-003-002,5  OAR + LINE RD,"$789,800 ",31760,9/30/04,9,500000,"(41.8720211, -70.61155156)",5.211371109,0,1,0,0,0,0,0,0
027-000-128A-000,64  OFF BILLINGTON ST,"$313,500 ",37422,2/13/04,4,259900,"(41.94775079, -70.67331656)",4.989424466,0,1,0,0,0,0,0,0
004-000-078-000,40  OFF CHERRY ST,"$266,700 ",8999,11/12/04,4,325000,"(41.9721019, -70.69378540000001)",6.359502302,0,1,0,0,0,0,0,0
027-000-064B-088,40  OLD BARN RD,"$362,200 ",25226,8/30/04,6,359900,"(41.940582, -70.66714881)",4.663391745,0,1,0,0,0,0,0,0
048-049-364-000,27  OLD BEACH RD,"$279,300 ",20434,4/26/04,5,160000,"(41.9013766, -70.54781005)",3.229595979,1,0,0,0,0,0,0,0
048-049-038-000,54  OLD BEACH RD,"$304,600 ",19423,12/7/04,4,439000,"(41.90279706, -70.54580694)",3.193132628,1,0,0,0,0,0,0,0
046-000H-181-013A,28  OLD COLONY DR,"$188,800 ",10001,6/30/04,4,253500,"(41.9174049, -70.55308176)",2.139577923,1,0,0,0,0,0,0,0
054-005-003-002,60  OLD COUNTY RD,"$229,500 ",19998,6/16/04,4,253100,"(41.81961525, -70.55024370000001)",8.617377574,0,0,1,0,0,0,0,0
002-000-002-019W,16  OLD MILL LN,"$259,900 ",19998,1/28/04,5,269900,"(41.97379315, -70.69922501)",6.662230149,0,1,0,0,0,0,0,0
051-000-004S-005,1154  OLD SANDWICH RD,"$299,900 ",60509,8/13/04,5,335000,"(41.8627624, -70.56312114)",5.57495787,0,1,0,0,0,0,0,0
025-000-027-025A,9  OVERLOOK TERR,"$365,400 ",7915,3/30/04,5,350000,"(41.94727405, -70.65215588)",3.89959042,1,0,0,0,0,0,0,0
130-002-000B-130,115  PACKARD ST,"$198,100 ",6534,3/3/04,4,214000,"(41.7691107, -70.62976526)",12.302785,0,0,0,1,0,0,0,0
130-002-000B-136,94  PACKARD ST,"$220,000 ",6534,1/30/04,4,260000,"(41.76841685, -70.63055025)",12.3585211,0,0,0,1,0,0,0,0
096-000-019-064,25  PALMER RD,"$293,300 ",14810,7/13/04,4,329000,"(41.92005789, -70.69329463)",6.212215769,0,1,0,0,0,0,0,0
096-000-019-003A,36  PALMER RD,"$327,700 ",149807,6/4/04,4,335000,"(41.9200116, -70.69207765)",6.152392528,0,1,0,0,0,0,0,0
096-000-019-096,85  PALMER RD,"$258,700 ",10019,7/1/04,4,320000,"(41.916701, -70.6929948)",6.260368385,0,1,0,0,0,0,0,0
107-000-026-013,10  PARKER DR,"$275,300 ",13939,2/12/04,4,275000,"(41.934256899999994, -70.73174543)",8.011813693,0,0,1,0,0,0,0,0
121-000-005-434,1  PHEASANT AV,"$259,100 ",15246,8/13/04,4,279800,"(41.818525, -70.603202)",8.692052821,0,0,1,0,0,0,0,0
061-000-011-046B,54  PINE MOUNTAIN DR,"$299,600 ",63558,6/14/04,6,343000,"(41.8398073, -70.55012895)",7.245828784,0,1,0,0,0,0,0,0
104-000-019C-089,1  PINE NEEDLE LN,"$327,700 ",23048,8/13/04,5,445000,"(41.93386575, -70.72849647)",7.846990409,0,1,0,0,0,0,0,0
104-000-019C-091,5  PINE NEEDLE LN,"$320,300 ",23483,11/29/04,6,450000,"(42.0426508, -70.80202665)",13.49032439,0,0,0,1,0,0,0,0
095-000-036-137,29  PLANTATION RD,"$316,000 ",19998,9/30/04,4,358000,"(41.9282864, -70.7065017)",6.764675435,0,1,0,0,0,0,0,0
048-049-065-000,37  POND AVENUE,"$345,800 ",13939,3/1/04,6,180000,"(41.9033125, -70.55152377)",3.024706753,1,0,0,0,0,0,0,0
048-000-043-036,14  PRESIDENTS LN,"$222,400 ",19602,11/30/04,4,250000,"(41.912076, -70.55952099999999)",2.304268906,1,0,0,0,0,0,0,0
124-000-009-045,15  PRETTO WAY,"$198,700 ",11761,9/15/04,2,250000,"(41.79742575, -70.60539316)",10.14859477,0,0,1,0,0,0,0,0
049-002-116-000,31  PROVINCETOWN VIEW RD,"$651,800 ",9583,7/16/04,4,545000,"(41.89576735, -70.53854262)",3.801339741,1,0,0,0,0,0,0,0
123-001P-674-000,147  RAYMOND RD,"$315,500 ",34373,5/28/04,4,371900,"(41.8062653, -70.5977283)",9.492188779,0,0,1,0,0,0,0,0
122-010P-1033-000,393  RAYMOND RD,"$495,500 ",35244,7/1/04,7,540000,"(41.8162727, -70.58382036)",8.747059125,0,0,1,0,0,0,0,0
122-010P-1056-000,491  RAYMOND RD,"$466,000 ",30017,7/9/04,6,490000,"(41.82214535, -70.5872053)",8.351635651,0,0,1,0,0,0,0,0
122-010P-965B-000,528  RAYMOND RD,"$451,700 ",25661,2/6/04,6,421390,"(41.8130313, -70.59306459999999)",9.002709448,0,0,1,0,0,0,0,0
122-010P-927B-000,541  RAYMOND RD,"$416,900 ",25661,5/13/04,6,407409,"(41.82449625, -70.58421945)",8.180990118,0,0,1,0,0,0,0,0
122-010P-1011B-00,551  RAYMOND RD,"$418,000 ",25226,4/7/04,6,419044,"(41.824949700000005, -70.58353639)",8.148129841,0,0,1,0,0,0,0,0
122-000-005-049,561  RAYMOND RD,"$454,300 ",25661,3/17/04,6,444341,"(41.82570755, -70.58303536)",8.094791366,0,0,1,0,0,0,0,0
122-000-005-078,571  RAYMOND RD,"$464,200 ",26532,6/17/04,6,449701,"(41.82655215, -70.5836708)",8.037947618,0,0,1,0,0,0,0,0
054-000-010A-111,21  REMINGTON LN,"$320,400 ",15682,9/24/04,6,350000,"(41.8092812, -70.5449173)",9.366450772,0,0,1,0,0,0,0,0
091-000-006-002,191  ROCKY POND RD,"$279,700 ",23048,9/28/04,5,315000,"(41.90743695, -70.68193512)",5.95061542,0,1,0,0,0,0,0,0
104-000-018F-000,19  ROOSEVELT RD,"$357,300 ",40036,6/17/04,5,405000,"(41.93641385, -70.72243944)",7.523236838,0,1,0,0,0,0,0,0
057-000-060-042A,225  ROXY CAHOON RD,"$252,100 ",13939,11/9/04,4,124900,"(41.7865329, -70.571989)",10.79458485,0,0,1,0,0,0,0,0
010-000-022D-000Z,8  RUSSELL AV,"$447,600 ",32195,10/29/04,6,505000,"(41.96622509, -70.6766348)",5.394226099,0,1,0,0,0,0,0,0
049-001-000B-000A,72  SACHEM RD,"$357,400 ",10062,11/30/04,5,471750,"(41.89945096, -70.54325601)",3.458895639,1,0,0,0,0,0,0,0
025-000-002A-001,165  SANDWICH ST,"$377,400 ",12423,2/23/04,5,332000,"(41.9497531, -70.65355305)",3.987948416,1,0,0,0,0,0,0,0
121-000-012-000,18  SCARLET DR,"$334,800 ",29146,6/9/04,5,378300,"(41.814862, -70.59984603)",8.916985275,0,0,1,0,0,0,0,0
121-000-005-319,66  SCARLET DR,"$673,400 ",15246,9/21/04,5,315000,"(41.81559475, -70.60383214)",8.896885347,0,0,1,0,0,0,0,0
121-000-005-316,80  SCARLET DR,"$359,700 ",15246,11/22/04,4,435000,"(41.8149805, -70.60505922)",8.948880991,0,0,1,0,0,0,0,0
046-000-007-106,5  SCOTT DR,"$309,200 ",20700,10/22/04,4,375000,"(41.9225994, -70.54965545)",1.976251859,1,0,0,0,0,0,0,0
049-004-489-000,62  SEA VIEW DR,"$340,500 ",12197,1/12/04,5,360000,"(41.88903105, -70.53321485)",4.341343679,0,1,0,0,0,0,0,0
073-000-007-158A,39  SHALLOW POND LN,"$328,600 ",25661,5/28/04,5,379000,"(41.89242655, -70.54718785)",3.80120236,1,0,0,0,0,0,0,0
050-000-033B-000,130  SHIP POND RD,"$224,800 ",15002,11/29/04,4,220000,"(41.8733365, -70.54109957)",5.139902453,0,1,0,0,0,0,0,0
065-000-011-026,866  SHIP POND RD,"$378,700 ",124978,10/6/04,5,431500,"(41.85940435, -70.58385865)",5.77439023,0,1,0,0,0,0,0,0
050-001-091A-000,101  SHORE DR,"$277,800 ",7405,4/23/04,5,292500,"(41.87723865, -70.5330536)",5.059605264,0,1,0,0,0,0,0,0
050-001-003-000,6  SHORE DR,"$401,600 ",15246,4/1/04,4,359000,"(41.88351575, -70.53385037)",4.655873053,0,1,0,0,0,0,0,0
050-001-035-000,72  SHORE DR,"$785,200 ",37858,9/17/04,6,550000,"(41.87916555, -70.53223853)",4.960108104,0,1,0,0,0,0,0,0
121-000-005-454,8  SKYLARK AV,"$167,700 ",14810,8/16/04,3,205000,"(41.81506076, -70.60744612)",8.964374488,0,0,1,0,0,0,0,0
054-000-010A-183,15  SPENCER DR,"$299,700 ",21741,1/27/04,5,250000,"(41.80539567, -70.54473005)",9.632244564,0,0,1,0,0,0,0,0
054-000-010A-192,41  SPENCER DR,"$311,200 ",23483,12/1/04,5,369900,"(41.80590703, -70.54398934)",9.604113404,0,0,1,0,0,0,0,0
001-000-009F-001,17  SPOONER ST,"$223,500 ",10929,1/30/04,3,243000,"(41.97646356, -70.69124975)",6.339259766,0,1,0,0,0,0,0,0
001-000-009B-002,3  SPOONER ST,"$232,100 ",5859,9/1/04,4,255000,"(41.976825, -70.69248499999999)",6.407591207,0,1,0,0,0,0,0,0
021-000-039A-000,26  STAFFORD ST,"$358,000 ",13016,9/8/04,5,370000,"(41.9486305, -70.66163946)",4.394320189,0,1,0,0,0,0,0,0
009-000-001E-000,115  STANDISH AV,"$315,000 ",9431,9/29/04,7,344500,"(41.96683242, -70.68312696)",5.726242321,0,1,0,0,0,0,0,0
049-000-005-803,1278  STATE RD,"$246,300 ",21305,12/1/04,4,256500,"(41.88382195, -70.53575092)",4.591416993,0,1,0,0,0,0,0,0
050-000-002-695,1402  STATE RD,"$270,800 ",10019,6/22/04,6,260000,"(41.8755161, -70.53674190000001)",5.086433754,0,1,0,0,0,0,0,0
050-000-004D-004,1563  STATE RD,"$250,800 ",10019,6/29/04,5,290000,"(41.865030100000006, -70.5384334)",5.725018961,0,1,0,0,0,0,0,0
043-000-010-015,60  STATE RD,"$340,200 ",61380,11/12/04,4,444000,"(41.935590000000005, -70.58752700000001)",0.752199703,1,0,0,0,0,0,0,0
048-049-092-000,932  STATE RD,"$296,300 ",19166,9/13/04,4,330000,"(41.935590000000005, -70.58752700000001)",0.752199703,1,0,0,0,0,0,0,0
059-000-017C-018,7  STETSON CT,"$262,200 ",30888,4/1/04,6,290750,"(41.815854200000004, -70.5652704)",8.78802425,0,0,1,0,0,0,0,0
104-000-004-027,34  STILLWATER DR,"$389,300 ",21305,8/27/04,7,475000,"(41.94109155, -70.71803445)",7.283722338,0,1,0,0,0,0,0,0
045-000-005-000,11  STONE HILL,"$356,400 ",84467,4/1/04,5,230000,"(41.9274969, -70.56639286)",1.188385588,1,0,0,0,0,0,0,0
036-000-001-005A,5  SUNRISE AV,"$301,400 ",10019,10/20/04,3,385000,"(41.94390825, -70.63319145)",2.911647846,1,0,0,0,0,0,0,0
